TIME,FSC-A,FSC-H,BSC-A,BSC-H,Pacific Blue-A,Pacific Blue-H,EGFP-A,EGFP-H,miRFP670-A,miRFP670-H
0.1393371,434826.4,287989,399217.7,238878.1,862.919,1657.6,419.698,545.44,8465.764,8252.16
0.1395886,470938.6,297739.7,428534.6,219074.2,1125.213,1463.84,472.0723,405.44,13286.67,10697.12
0.1409257,266849.9,220823.7,269312.1,217034.7,30.01015,937.44,433.5172,517.44,6269.056,6724.48
0.1415429,272986.7,224211.7,241563.6,181152.2,760.8239,1272.32,333.9563,464.8,5143.8,5552.96
0.1422286,501945.2,295615,489648.1,220615.4,1504.135,1594.88,768.2641,921.76,14085.97,13861.12
0.1422857,346368.5,241363.4,273090.9,191356.5,912.8348,1615.04,268.2719,477.12,8034.413,7015.68
0.14272,238334.4,212187.4,150731.6,117233.8,-30.57331,1142.4,224.2693,370.72,4928.357,4756.64
0.1430629,318327.8,260047.2,331845.9,230928.3,-451.1161,1298.08,389.3955,666.4,8919.739,10309.6
0.14376,393848.9,292498.1,358695.6,219409.1,388.4316,1849.12,531.2803,425.6,8332.977,7244.16
0.144,446279,310703.7,409639.2,216987.7,643.9348,1557.92,288.0476,374.08,8745.711,8227.521
0.1454057,328913.1,291681.6,436217.5,305481.1,682.988,1928.64,274.7158,361.76,11427,14192.64
0.1454629,232402.5,206103.5,203105.3,152034.4,935.4913,1184.96,141.4841,225.12,4104.578,5818.4
0.1457486,248701.2,199987.2,279290.2,203216.2,185.79,1107.68,303.0689,455.84,6858.19,6931.68
0.1458514,310017.3,230891.4,248244.3,151076.8,692.0961,1478.4,365.6559,427.84,5285.945,7053.76
0.14624,408910,267393.3,335380.9,166493.6,630.668,1179.36,360.6416,488.32,7215.139,6191.36
0.1467086,463103.8,322355,374649.6,207240.3,1102.101,2652.16,327.4366,417.76,12570.18,12421.92
0.1476229,400376.3,230393,448108.9,223684.2,204.7859,1263.36,838.9845,731.36,14708.21,13585.6
0.1485486,379494.1,276682.6,224256.3,141805.4,413.6007,1338.4,275.4197,365.12,17648.24,15588.16
0.15088,346808.7,261854.9,336898.6,219483,1036.276,1500.8,204.5369,278.88,11966.17,13627.04
0.1510286,468328.8,274544.5,411974.9,216413.1,1061.954,2054.08,581.0662,555.52,20298.86,15463.84
0.1517029,430702.5,286186.9,380488.4,203520.8,1815.695,1771.84,289.0439,378.56,11889.05,12406.24
0.1522057,216344.6,177521.1,207924.3,163322.9,173.8552,1388.8,315.8484,422.24,9126.226,10730.72
0.1522629,430681.5,281468.3,397202.7,214791.4,1498.569,1523.2,611.3362,683.2,6297.68,6708.8
0.1528,218215.8,188341.4,212986.8,167660.6,447.553,1205.12,226.966,379.68,9153.019,12046.72
0.1529029,333368.9,258195.8,391541.6,249491.2,881.9583,1244.32,28.89465,108.64,3801.574,4310.88
0.1532457,419881.7,241123.7,528280.8,260191.7,1194.059,1778.56,377.2658,375.2,10948.05,8647.521
0.1533714,237496.5,208764.6,373946.9,223110.7,390.5326,1723.68,259.1205,371.84,4347.323,6585.6
0.1533714,447149.8,310546.9,540976.6,312977.3,1290.501,1883.84,285.5458,390.88,10984.86,10512.32
0.1536914,333516.6,303035,243223.7,165739.8,700.1429,1442.56,370.3887,442.4,7621.711,7367.36
0.1543429,440414,291924.7,324624.4,174816.3,432.4667,1865.92,398.5794,411.04,8334.611,6325.76
0.1544229,294461.8,197699,325311.9,210725.8,345.9127,1309.28,268.5751,369.6,6403.706,5943.84
0.1545029,501460.7,296227.7,511120.2,237903.7,550.0056,1869.28,474.4982,510.72,15375.56,12297.6
0.1548229,303146.5,281514.3,183173.1,131530.6,954.7581,1681.12,210.3418,312.48,3277.203,4210.08
0.1548686,410807.9,279417.6,332063.3,211318.2,579.994,1450.4,220.2513,357.28,6325.047,9836.96
0.1553143,198629.8,166322.2,205309.2,169480.6,514.2771,1566.88,184.2954,241.92,8274.699,8079.68
0.1560686,420116.9,281899.5,412954.3,214755.5,799.9529,1576.96,432.9973,387.52,8346.428,7007.84
0.1578971,415373.6,306977.4,315817.3,187458.9,1372.637,2030.56,237.7202,431.2,4963.717,3241.28
0.1579429,223225.1,162870.4,266687.1,219890.7,675.0713,1766.24,230.085,385.28,5631.706,5410.72
0.158,299989.6,241240.2,291809.3,195372.8,900.1744,1354.08,429.8242,518.56,5659.127,6301.12
0.1580343,444056.7,276371.2,504116.4,256074.6,1822.345,1986.88,662.3784,745.92,16601.75,16317.28
0.1587543,242794.8,200005.1,246086.2,188129.8,1638.428,1841.28,352.27,588,6694.537,6629.28
0.1590057,290366.1,257087,255350.5,170464,1183.143,1417.92,446.6216,576.8,4259.687,8307.04
0.16144,490004.1,306838.6,518361.7,252045.9,1289.938,2110.08,667.2195,582.4,5465.746,6379.52
0.1616229,398092.2,273287.8,409075.9,217605.9,805.877,1302.56,570.3878,630.56,9130.384,8769.6
0.162,567409.2,477081.9,397101.9,252328.2,1103.823,2318.4,883.0088,973.28,2280.132,5085.92
